Mark,Operator,Agency,Model,Satellite System,Interval,Elevation Mask,Header Comment,Format,Start Date,End Date
KAIK,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2016-07-26T17:03:01Z,9999-01-01T00:00:00Z
KAPT,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2004-06-10T00:00:00Z,2018-05-08T23:14:07Z
KAPT,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2018-05-08T23:14:08Z,9999-01-01T00:00:00Z
KARA,P Denys,OUSD,TRIMBLE 4000SSI,GPS,30s,4,sagenz,trimble_r x21,2000-02-05T00:00:00Z,2007-02-01T19:29:59Z
KARA,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,sagenz,trimble_5700 x4,2007-02-01T19:30:00Z,2016-03-01T03:15:36Z
KARA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,sagenz,trimble_netr9 x4,2016-03-01T03:15:38Z,9999-01-01T00:00:00Z
KAWK,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2010-06-02T02:29:30Z,2015-04-07T23:07:43Z
KAWK,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-04-07T23:07:44Z,9999-01-01T00:00:00Z
KERE,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2006-05-17T03:00:00Z,2016-08-18T00:55:30Z
KERE,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2016-08-18T00:55:32Z,9999-01-01T00:00:00Z
KOKO,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2004-11-03T00:00:00Z,2015-12-08T04:23:58Z
KOKO,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-12-08T04:24:00Z,9999-01-01T00:00:00Z
KORO,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2007-06-14T23:55:00Z,2015-09-10T00:00:00Z
KORO,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-09-10T00:00:01Z,9999-01-01T00:00:00Z
KTIA,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,linz,trimble_5700 x4,2007-10-24T01:10:00Z,2010-11-23T00:00:00Z
KTIA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,linz,trimble_netr9 x4,2010-11-23T00:35:00Z,2015-08-11T17:25:00Z
KTIA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,linz,trimble_netr9 x4,2015-08-11T17:25:01Z,2016-07-26T17:03:00Z
KTIA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2016-07-26T17:03:01Z,2019-09-25T00:43:37Z
KTIA,GeoNet,GNS,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2019-09-25T00:43:38Z,9999-01-01T00:00:00Z
KUTA,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2010-04-07T00:01:01Z,2017-05-03T00:35:31Z
KUTA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2017-05-03T00:35:32Z,9999-01-01T00:00:00Z
LDRZ,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2012-06-01T00:00:01Z,9999-01-01T00:00:00Z
LEVN,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2008-06-30T02:35:00Z,2015-09-23T23:59:59Z
LEVN,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-09-24T00:00:00Z,2016-12-19T20:44:00Z
LEVN,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,30s,0,geonet,trimble_netr9 x4,2016-12-19T20:44:01Z,9999-01-01T00:00:00Z
LEXA,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,linz,trimble_5700 x4,2004-03-16T00:00:00Z,2010-12-20T01:43:00Z
LEXA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,linz,trimble_netr9 x4,2010-12-20T04:56:46Z,2013-03-02T00:19:59Z
LEXA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,30s,3,linz,trimble_netr9 x4,2013-03-02T00:20:01Z,2015-09-20T16:25:00Z
LEXA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2015-09-20T16:25:01Z,2019-10-10T03:44:01Z
LEXA,GeoNet,GNS,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2019-10-10T03:44:02Z,9999-01-01T00:00:00Z
LEYL,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2007-03-27T05:55:00Z,2011-09-05T21:45:00Z
LEYL,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2011-09-05T22:34:23Z,2015-11-16T19:29:56Z
LEYL,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-11-16T19:29:57Z,9999-01-01T00:00:00Z
LKTA,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,linz,trimble_5700 x4,2004-02-01T00:00:00Z,2011-02-08T00:44:00Z
LKTA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,linz,trimble_netr9 x4,2011-02-08T01:23:01Z,2015-08-20T16:25:00Z
LKTA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,linz,trimble_netr9 x4,2015-08-20T16:25:01Z,2016-07-26T17:03:00Z
LKTA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2016-07-26T17:03:01Z,9999-01-01T00:00:00Z
LOK1,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2016-11-15T21:44:30Z,2017-11-01T21:07:01Z
LOOK,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2017-06-15T03:16:40Z,9999-01-01T00:00:00Z
LRR1,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2016-11-15T04:46:08Z,2017-05-22T00:14:00Z
LYTT,P Denys,OUSD,LEICA CRS1000,GPS,30s,4,sagenz,leica_lb2 x6,1999-11-15T00:00:03Z,2003-11-24T00:00:00Z
LYTT,P Denys,OUSD,LEICA RS500,GPS,30s,4,sagenz,leica_lb2 x6,2003-11-24T00:00:00Z,2007-09-26T00:00:00Z
LYTT,P Denys,OUSD,LEICA GRX1200GGPRO,GPS+GLO,30s,4,sagenz,leica_lb2 x6,2007-09-26T00:00:01Z,9999-01-01T00:00:00Z
MAHA,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2009-11-16T07:05:30Z,2016-07-18T02:55:01Z
MAHA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2016-07-18T02:55:02Z,9999-01-01T00:00:00Z
MAHI,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2007-08-04T21:00:00Z,2017-10-26T00:57:12Z
MAHI,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2017-10-26T00:57:14Z,9999-01-01T00:00:00Z
MAHO,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,linz,trimble_5700 x4,2004-02-03T00:00:00Z,2011-01-11T01:25:00Z
MAHO,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,linz,trimble_netr9 x4,2011-01-11T02:45:40Z,2015-07-30T17:25:00Z
MAHO,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,linz,trimble_netr9 x4,2015-07-30T17:25:01Z,2016-07-26T17:03:30Z
MAHO,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2016-07-26T17:03:31Z,2019-10-16T03:13:43Z
MAHO,GeoNet,GNS,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2019-10-16T03:13:44Z,9999-01-01T00:00:00Z
MAKO,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2010-11-09T21:35:01Z,2016-01-06T20:42:20Z
MAKO,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2016-01-06T20:42:21Z,9999-01-01T00:00:00Z
MANG,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2005-02-11T00:55:13Z,2015-09-30T01:24:36Z
MANG,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-09-30T01:24:38Z,9999-01-01T00:00:00Z
MAST,GeoNet,GNS,TRIMBLE 5700,GPS,30s,4,linz,trimble_5700 x17,2003-01-01T00:00:00Z,2003-01-12T00:00:00Z
MAST,GeoNet,GNS,TRIMBLE 5700,GPS,30s,4,linz,trimble_5700 x5,2003-01-12T00:00:01Z,2004-05-24T23:00:00Z
MAST,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,linz,trimble_5700 x4,2004-05-25T00:00:00Z,2010-11-05T01:00:00Z
MAST,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,linz,trimble_netr9 x4,2010-11-05T01:15:01Z,2015-08-19T16:25:00Z
MAST,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,linz,trimble_netr9 x4,2015-08-19T16:25:01Z,2016-04-06T23:59:00Z
MATW,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2004-04-08T20:00:00Z,2015-12-10T22:44:37Z
MATW,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-12-10T22:44:38Z,9999-01-01T00:00:00Z
MAVL,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,linz,trimble_5700 x4,2004-05-17T00:00:00Z,2010-12-20T20:58:00Z
MAVL,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,linz,trimble_netr9 x4,2010-12-20T21:48:15Z,2015-08-20T15:25:00Z
MAVL,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,linz,trimble_netr9 x4,2015-08-20T15:25:01Z,2016-05-05T01:28:12Z
MAVL,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2016-05-05T01:28:13Z,2019-10-03T21:36:37Z
MAVL,GeoNet,GNS,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2019-10-03T21:36:38Z,9999-01-01T00:00:00Z
MCNL,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2008-05-27T00:05:00Z,2018-05-22T05:33:37Z
MCNL,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2018-05-22T05:33:38Z,2019-10-03T01:07:59Z
MCNL,GeoNet,GNS,TRIMBLE ALLOY,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2019-10-03T01:08:00Z,9999-01-01T00:00:00Z
METH,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,4,linz,trimble_netr9 x4,2010-10-12T00:24:01Z,2014-07-27T21:49:59Z
METH,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,linz,trimble_netr9 x4,2014-07-27T21:50:44Z,2016-04-11T17:09:37Z
METH,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2016-04-11T17:09:38Z,2019-09-19T01:15:31Z
METH,GeoNet,GNS,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2019-09-19T01:15:32Z,9999-01-01T00:00:00Z
MING,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2010-04-28T00:00:11Z,2014-12-02T23:00:00Z
MING,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2014-12-03T00:55:02Z,9999-01-01T00:00:00Z
MKNO,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2011-05-11T00:09:46Z,2016-03-22T22:25:19Z
MKNO,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2016-03-22T22:25:20Z,9999-01-01T00:00:00Z
MNHR,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2011-02-16T02:05:01Z,2015-02-26T22:39:28Z
MNHR,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-02-26T22:39:29Z,9999-01-01T00:00:00Z
MQZG,GeoNet,GNS,TRIMBLE 4000SSI,GPS,30s,4,linz,trimble_r x6,1999-09-27T00:00:00Z,2001-09-03T00:00:00Z
MQZG,GeoNet,GNS,ASHTECH Z-XII3,GPS,30s,4,linz,ashtech_r x6,2001-09-03T00:00:01Z,2005-02-28T03:00:00Z
MQZG,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,linz,trimble_5700 x4,2005-02-28T04:00:00Z,2011-02-09T23:21:00Z
MQZG,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,linz,trimble_netr9 x4,2011-02-09T23:48:01Z,2015-08-18T17:25:00Z
MQZG,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,linz,trimble_netr9 x4,2015-08-18T17:25:01Z,2016-06-27T17:14:09Z
MQZG,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2016-06-27T17:14:10Z,9999-01-01T00:00:00Z
MRBL,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2014-07-02T02:05:38Z,2016-09-12T01:00:00Z
MRBL,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,30s,0,geonet,trimble_netr9 x4,2016-09-12T01:00:01Z,9999-01-01T00:00:00Z
MTBL,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2008-03-11T07:01:00Z,2015-07-24T01:05:57Z
MTBL,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-07-24T01:05:59Z,9999-01-01T00:00:00Z
MTJO,GeoNet,GNS,TRIMBLE 4000SSI,GPS,30s,4,sagenz,trimble_r x19,2000-08-15T00:00:00Z,2004-06-05T02:00:00Z
MTJO,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,sagenz,trimble_5700 x4,2004-06-05T03:00:00Z,2011-02-07T22:33:00Z
MTJO,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,linz,trimble_netr9 x4,2011-02-08T00:00:01Z,2015-04-21T18:59:10Z
MTJO,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,linz,trimble_netr9 x4,2015-04-21T18:59:11Z,2015-06-10T00:00:00Z
MTJO,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2015-06-10T00:00:01Z,9999-01-01T00:00:00Z
MTPR,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2010-01-27T01:21:01Z,2015-05-27T23:43:58Z
MTPR,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-05-27T23:44:00Z,9999-01-01T00:00:00Z
MTQN,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2010-02-09T00:00:11Z,2016-06-07T00:30:00Z
MTQN,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2016-06-07T00:30:02Z,9999-01-01T00:00:00Z
MUL1,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2016-11-16T04:35:30Z,2018-01-14T22:26:30Z
NETT,P Denys,OUSD,TRIMBLE 4000SSI,GPS,30s,4,sagenz,trimble_r x18,2000-02-07T00:00:00Z,2008-03-18T04:00:00Z
NETT,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,sagenz,trimble_5700 x4,2008-03-18T05:00:11Z,2016-02-29T02:22:37Z
NETT,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,sagenz,trimble_netr9 x4,2016-02-29T02:22:38Z,2018-08-20T23:59:00Z
NIUC,George Sioneholo,Niue JLS Dept.,ASHTECH Z-XII3,GPS,30s,4,swpacific,ashtech_r x6,1996-11-13T00:00:00Z,2003-11-01T00:00:01Z
NIUM,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,swpacific,trimble_5700 x4,2005-09-15T00:00:00Z,2014-03-13T01:30:00Z
NLS1,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2011-12-19T21:42:26Z,2013-11-14T20:15:00Z
NLS2,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2011-12-20T03:25:57Z,2013-11-14T21:15:00Z
NLSN,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,linz,trimble_5700 x4,2004-02-09T00:00:00Z,2011-01-25T03:15:00Z
NLSN,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,linz,trimble_netr9 x4,2011-01-25T13:00:02Z,2015-08-19T20:20:00Z
NLSN,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,linz,trimble_netr9 x4,2015-08-19T20:20:01Z,2016-07-26T21:41:00Z
NLSN,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2016-07-26T21:41:01Z,9999-01-01T00:00:00Z
NMAI,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2008-02-13T03:05:00Z,2017-05-02T23:43:07Z
NMAI,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2017-05-02T23:43:08Z,9999-01-01T00:00:00Z
NPLY,GeoNet,GNS,TRIMBLE 5700,GPS,30s,4,linz,trimble_5700 x5,2003-03-20T23:59:00Z,2004-01-30T00:02:00Z
NPLY,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,linz,trimble_5700 x4,2004-01-30T00:02:01Z,2010-11-24T00:45:00Z
NPLY,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,linz,trimble_netr9 x4,2010-11-24T02:13:00Z,2015-08-23T16:25:00Z
NPLY,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,linz,trimble_netr9 x4,2015-08-23T16:25:01Z,2016-07-04T01:08:29Z
NPLY,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2016-07-04T01:08:30Z,2019-10-16T22:05:31Z
NPLY,GeoNet,GNS,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,30s,0,linz,trimble_netr9 x4,2019-10-16T22:05:32Z,9999-01-01T00:00:00Z
NRRD,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2008-02-08T03:31:00Z,2015-07-07T00:23:21Z
NRRD,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-07-07T00:23:22Z,9999-01-01T00:00:00Z
NRSW,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2011-01-18T00:06:57Z,2015-02-26T21:25:37Z
NRSW,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-02-26T21:25:38Z,9999-01-01T00:00:00Z
OHIN,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2008-09-03T01:30:00Z,2015-09-09T00:00:01Z
OHIN,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-09-09T00:00:02Z,9999-01-01T00:00:00Z
OKOH,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2009-11-16T02:00:00Z,2012-07-16T00:00:01Z
OKOH,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2012-08-23T23:11:14Z,2016-04-27T21:17:56Z
OKOH,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2016-04-27T21:17:57Z,9999-01-01T00:00:00Z
OPTK,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2009-08-20T02:51:00Z,2016-01-14T00:53:07Z
OPTK,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2016-01-14T00:53:08Z,9999-01-01T00:00:00Z
OROA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2010-11-08T00:10:01Z,2015-12-10T23:00:58Z
OROA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-12-10T23:00:59Z,9999-01-01T00:00:00Z
OTAK,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2007-10-06T07:59:00Z,2015-12-15T00:53:27Z
OTAK,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-12-15T00:53:28Z,9999-01-01T00:00:00Z
OUSD,P Denys,OUSD,TRIMBLE 4000SSE,GPS,30s,4,sagenz,trimble_r x21,1995-01-16T00:00:00Z,1999-08-09T00:00:00Z
OUSD,P Denys,OUSD,TRIMBLE 4000SSI,GPS,30s,4,sagenz,trimble_r x21,1999-08-09T00:00:00Z,1999-08-13T00:00:00Z
OUSD,P Denys,OUSD,TRIMBLE 4000SSE,GPS,30s,4,sagenz,trimble_r x21,1999-08-13T00:00:00Z,2005-11-17T00:00:00Z
OUSD,P Denys,OUSD,TRIMBLE 4000SSI,GPS,30s,4,sagenz,trimble_r x21,2005-11-17T00:00:00Z,2006-01-31T00:00:00Z
OUSD,P Denys,OUSD,TRIMBLE NETRS,GPS,30s,4,sagenz,trimble_5700 x4,2006-01-31T00:00:00Z,2008-02-28T19:00:00Z
OUSD,P Denys,OUSD,TRIMBLE NETR5,GPS,30s,4,sagenz,trimble_5700 x4,2008-02-29T00:00:00Z,2008-10-15T23:59:59Z
OUSD,P Denys,OUSD,TRIMBLE NETRS,GPS,30s,4,sagenz,trimble_5700 x4,2008-10-16T00:00:00Z,2017-06-13T23:59:59Z
OUSD,P Denys,OUSD,TRIMBLE NETR5,GPS,30s,0,sagenz,trimble_netr9 x4,2017-06-14T00:00:00Z,9999-01-01T00:00:00Z
PAEK,GeoNet,GNS,ASHTECH Z-XII3,GPS,30s,4,gsi,ashtech_r x6,2000-04-11T00:00:00Z,2006-07-27T00:00:00Z
PAEK,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2006-07-27T00:01:00Z,2013-12-09T21:00:00Z
PAEK,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2013-12-10T00:17:45Z,2015-04-13T03:26:59Z
PAEK,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-04-13T03:27:00Z,9999-01-01T00:00:00Z
PAKI,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2010-06-22T00:00:01Z,2012-03-08T00:45:00Z
PAKI,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2012-03-08T00:47:00Z,2016-03-29T22:40:42Z
PAKI,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2016-03-29T22:40:43Z,9999-01-01T00:00:00Z
PALI,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2007-03-21T19:30:00Z,2016-02-01T00:41:37Z
PALI,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2016-02-01T00:41:39Z,9999-01-01T00:00:00Z
PARI,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2007-08-02T06:00:00Z,2016-09-28T18:00:00Z
PARI,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2017-08-28T23:09:44Z,9999-01-01T00:00:00Z
PARW,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2004-07-15T00:00:00Z,2014-05-08T02:00:00Z
PARW,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2014-05-08T02:45:44Z,2016-02-03T00:24:00Z
PARW,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2016-02-03T00:24:31Z,9999-01-01T00:00:00Z
PAWA,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2005-03-23T00:00:00Z,2015-02-10T21:00:00Z
PAWA,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2015-02-10T21:28:58Z,9999-01-01T00:00:00Z
PGKH,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2014-10-14T21:10:00Z,9999-01-01T00:00:00Z
PGNE,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2014-09-29T04:00:00Z,2014-10-01T00:28:00Z
PGNE,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2014-10-01T00:29:00Z,9999-01-01T00:00:00Z
PILK,GeoNet,GNS,TRIMBLE NETRS,GPS,30s,4,geonet,trimble_5700 x4,2009-03-12T01:05:01Z,2016-02-29T21:51:37Z
PILK,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,0,geonet,trimble_netr9 x4,2016-02-29T21:51:38Z,9999-01-01T00:00:00Z
PKNO,GeoNet,GNS,TRIMBLE NETR9,GPS+GLO,30s,3,geonet,trimble_netr9 x4,2011-02-04T00:00:01Z,2015-10-30T21:55:13Z
