Make,Model,Serial,Place,Role,Start Date,End Date
Kinemetrics,Q330HRS/6,5308,Matahi Valley,,2017-09-14T01:35:01Z,2021-05-26T02:47:00Z
Kinemetrics,Q330HRS/6,6306,Rata Peaks,,2018-03-15T23:00:00Z,2019-12-06T18:27:00Z
Kinemetrics,Q330S/3,4839,Tukino,,2019-06-25T22:55:00Z,2025-10-15T08:06:00Z
Kinemetrics,Q330S/3,4855,Cape Campbell Strong Motion,,2013-07-24T03:00:01Z,2013-11-21T12:00:00Z
Kinemetrics,Q330S/3,4855,Waiomatatini Station,,2014-11-25T02:00:01Z,2016-09-04T06:25:00Z
Kinemetrics,Q330S/3,4855,Traveller,,2018-06-22T00:00:00Z,2023-11-22T23:14:00Z
Kinemetrics,Q330S/3,4855,Wellington Dominion Observatory,,2023-12-06T23:03:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,4944,Pukeiti Hill,,2017-11-02T00:38:01Z,2019-05-23T21:00:00Z
Kinemetrics,Q330S/3,4944,Welcome Bay Road,,2021-07-08T05:25:00Z,2024-06-06T00:57:00Z
Kinemetrics,Q330S/3,5069,Muller Station,,2013-08-21T10:00:01Z,2013-11-21T12:00:00Z
Kinemetrics,Q330S/3,5069,Arundel,,2014-05-13T00:00:01Z,2022-02-23T10:25:00Z
Kinemetrics,Q330S/3,5153,Wether Hill Road,,2014-06-05T05:00:01Z,2024-09-23T02:27:00Z
Kinemetrics,Q330S/3,5156,Top House Station,,2014-04-03T14:01:01Z,2024-09-25T21:32:00Z
Kinemetrics,Q330S/3,5156,Makorori Point 2,,2025-03-24T03:05:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5157,Matariki (seismic) Terrace Road,,2015-04-02T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5158,North Cape,,2014-01-23T00:00:01Z,2020-01-15T03:00:00Z
Kinemetrics,Q330S/3,5161,Totara Peak,,2014-10-02T00:05:01Z,2025-01-29T03:31:00Z
Kinemetrics,Q330S/3,5162,View Hill,,2014-10-30T00:05:01Z,2023-02-06T07:43:00Z
Kinemetrics,Q330S/3,5165,Puysegur Welcome Bay,,2014-02-25T00:00:01Z,2025-05-23T03:56:00Z
Kinemetrics,Q330S/3,5166,White Bluffs strong-motion,,2013-07-23T05:20:01Z,2013-11-21T12:00:00Z
Kinemetrics,Q330S/3,5166,Pakihiroa,,2014-11-25T00:05:01Z,2016-09-04T19:25:00Z
Kinemetrics,Q330S/3,5166,McNeill Hill,,2018-05-22T05:30:00Z,2024-09-09T21:51:00Z
Kinemetrics,Q330S/3,5167,Naumai,,2013-07-30T00:00:01Z,2014-01-10T00:00:00Z
Kinemetrics,Q330S/3,5167,Charleston Constant Bay,,2015-06-25T00:00:01Z,2021-12-15T07:39:00Z
Kinemetrics,Q330S/3,5169,Kekerengu Valley Road,,2013-07-24T00:00:01Z,2014-07-25T00:00:00Z
Kinemetrics,Q330S/3,5169,Naumai,,2018-10-31T00:30:00Z,2024-09-10T01:28:00Z
Kinemetrics,Q330S/3,5174,Mount Hutt,,2013-05-01T21:00:02Z,2024-09-18T22:38:00Z
Kinemetrics,Q330S/3,5175,Gladstone Station,,2013-08-21T10:00:01Z,2013-11-21T12:00:00Z
Kinemetrics,Q330S/3,5175,North Cape,,2020-01-15T03:50:00Z,2023-05-31T22:22:00Z
Kinemetrics,Q330S/3,5177,Takaka Hill,,2014-06-18T00:00:01Z,2022-09-15T04:05:00Z
Kinemetrics,Q330S/3,5179,Naumai,,2014-01-12T00:00:01Z,2018-10-31T00:00:00Z
Kinemetrics,Q330S/3,5179,Omahuta,,2021-01-14T07:40:00Z,2024-05-22T09:35:00Z
Kinemetrics,Q330S/3,5180,White Bluffs Solar Site with Comms,,2013-07-24T05:00:01Z,2013-11-21T12:00:00Z
Kinemetrics,Q330S/3,5180,Cave West Timaru,,2014-05-16T00:00:11Z,2018-09-06T01:03:00Z
Kinemetrics,Q330S/3,5181,Whakaroa,,2019-04-06T07:30:00Z,2019-09-23T00:00:00Z
Kinemetrics,Q330S/3,5182,North Egmont Visitor Centre,Surface,2014-03-20T00:00:01Z,2014-05-05T00:01:00Z
Kinemetrics,Q330S/3,5182,Lathrope Road,Surface,2014-05-19T00:00:01Z,2014-09-11T00:00:00Z
Kinemetrics,Q330S/3,5182,Makatiti,,2019-03-20T12:00:00Z,2023-09-25T22:29:00Z
Kinemetrics,Q330S/3,5183,Craig's Peak strong-motion,,2013-07-23T00:00:01Z,2013-11-21T12:00:00Z
Kinemetrics,Q330S/3,5183,Wellington Dominion Observatory,,2016-12-19T21:00:01Z,2017-05-31T03:25:00Z
Kinemetrics,Q330S/3,5183,Whatipu,,2018-04-12T02:00:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5185,Takapari Road,,2013-07-02T02:00:01Z,2018-08-30T23:25:00Z
Kinemetrics,Q330S/3,5616,Deep Cove,,2015-10-22T05:00:01Z,2016-05-10T23:30:00Z
Kinemetrics,Q330S/3,5616,Port of Tauranga,,2016-05-10T23:30:01Z,2016-05-10T23:31:00Z
Kinemetrics,Q330S/3,5616,Deep Cove,,2016-05-10T23:32:01Z,2017-12-19T20:30:00Z
Kinemetrics,Q330S/3,5616,Welcome Bay Road,,2018-10-23T06:35:00Z,2021-07-02T13:09:00Z
Kinemetrics,Q330S/3,5707,Ruatahuna,,2016-08-15T23:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5718,Inchbonnie,,2015-05-28T06:05:01Z,2025-09-09T03:19:00Z
Kinemetrics,Q330S/3,5719,Port of Tauranga,,2016-05-10T23:31:01Z,2019-12-04T10:52:00Z
Kinemetrics,Q330S/3,5719,Blackbirch Station,,2020-05-27T21:34:00Z,2021-07-21T22:58:00Z
Kinemetrics,Q330S/3,5719,Arundel,,2022-10-09T04:43:00Z,2025-09-23T22:49:00Z
Kinemetrics,Q330S/6,2191,Scott Base Geomagnetic Observatory,,2009-03-02T00:00:00Z,2023-10-22T23:59:00Z
Kinemetrics,Q330S/6,5384,The Home Place,,2018-10-29T03:20:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5386,Oturere,,2013-10-01T22:00:01Z,2024-08-13T23:05:00Z
Kinemetrics,Q330S/6,5389,Te Maari,,2013-05-14T00:03:01Z,2015-01-13T20:30:00Z
Kinemetrics,Q330S/6,5389,Matahi Valley,Surface,2025-11-01T01:54:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5397,West Tongariro,,2013-09-18T02:05:01Z,2022-08-29T11:38:00Z
Kinemetrics,Q330S/6,5407,Ngauruhoe Seismic Station,,2014-02-25T00:00:01Z,2024-06-20T22:25:00Z
Kinemetrics,Q330S/6,5408,East Tongariro,,2014-03-11T00:00:01Z,2023-01-16T00:28:00Z
Kinemetrics,Q330S/6,5438,South Ngauruhoe,,2015-03-27T01:00:01Z,2024-08-14T00:12:00Z
Kinemetrics,Q330S/6,5439,Kahui Hut,,2014-10-14T04:00:01Z,2022-06-11T05:44:00Z
Kinemetrics,Q330S/6,5440,Palmer Road,,2014-05-14T00:00:01Z,2016-08-10T03:00:00Z
Kinemetrics,Q330S/6,5440,The Sugar Loaf Quarry,,2017-03-14T21:20:01Z,2018-12-11T21:00:00Z
Kinemetrics,Q330S/6,5440,Raoul Island Green Lake,Broadband,2021-10-24T21:28:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5441,North Ngauruhoe,,2015-03-27T00:00:01Z,2022-12-20T05:15:00Z
Kinemetrics,Q330S/6,5442,Earnscleugh,,2014-11-04T00:00:01Z,2024-09-03T02:33:00Z
Kinemetrics,Q330S/6,5572,Kekerengu Valley Road,,2016-12-01T00:00:01Z,2018-01-14T20:26:00Z
Kinemetrics,Q330S/6,5572,Kapiti Island,,2018-11-13T02:25:00Z,2024-07-22T21:54:00Z
Kinemetrics,Q330S/6,5573,Tinakori Hill,,2014-08-25T00:00:01Z,2015-03-24T00:05:00Z
Kinemetrics,Q330S/6,5573,Breaker Bay Cliff,,2015-03-24T00:05:01Z,2016-03-09T21:00:05Z
Kinemetrics,Q330S/6,5573,Palmer Road,,2022-02-09T19:54:00Z,2024-12-03T01:48:00Z
Kinemetrics,Q330S/6,5574,White Island - South Rim,,2014-07-04T00:00:01Z,2023-12-01T00:00:00Z
Kinemetrics,Q330S/6,5575,Owhiro Bay,,2014-11-03T00:00:01Z,2015-10-26T00:00:01Z
Kinemetrics,Q330S/6,5575,Kowhai Park,,2015-10-26T00:00:02Z,2016-08-16T00:00:01Z
Kinemetrics,Q330S/6,5577,North Egmont Visitor Centre,,2013-12-05T03:00:01Z,2019-11-10T08:41:00Z
Kinemetrics,Q330S/6,5578,Rukuhanga Station,,2016-09-03T23:25:01Z,2017-03-28T00:00:00Z
Kinemetrics,Q330S/6,5579,Clarence River Middle Hill,,2016-11-15T05:20:01Z,2023-05-30T23:10:00Z
Kinemetrics,Q330S/6,5699,Lichenstein Road,,2018-11-13T05:00:00Z,2025-06-04T23:20:00Z
Kinemetrics,Q330S/6,5856,Pakihiroa,,2016-09-04T19:25:01Z,2018-11-14T06:25:00Z
Kinemetrics,Q330S/6,5856,Pukenui,,2018-12-05T00:00:00Z,2025-07-06T13:29:00Z
Kinemetrics,Q330S/6,5857,Waikawa Valley,,2017-05-22T06:17:01Z,2024-02-18T23:03:00Z
Kinemetrics,Q330S/6,5858,Waiomatatini Station,,2016-09-04T06:25:01Z,2023-08-01T22:27:00Z
Kinemetrics,Q330S/6,5859,Moikau Station,,2018-07-23T04:08:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5860,Sanderson Farm,,2017-05-30T17:00:01Z,2021-03-24T03:05:00Z
Kinemetrics,Q330S/6,5861,Palmer Road,,2016-08-10T03:00:02Z,2022-01-24T08:00:00Z
Kinemetrics,Q330S/6,5862,Wellington Dominion Observatory,,2017-05-31T03:25:01Z,2023-12-04T03:26:00Z
Kinemetrics,Q330S/6,5863,Far West,,2017-04-20T00:00:02Z,2025-02-02T21:09:00Z
Kinemetrics,Q330S/6,6048,Puysegur Point,,2017-01-19T21:20:01Z,2024-11-30T20:37:00Z
Kinemetrics,Q330S/6,6049,Denniston North,,2016-11-09T23:15:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6050,Matarangi,,2017-04-20T22:00:02Z,2024-05-10T01:10:00Z
Kinemetrics,Q330S/6,6051,Tuamarina,,2016-12-07T00:00:01Z,2022-09-01T02:50:00Z
Kinemetrics,Q330S/6,6052,Raoul Island Met Station,,2016-09-17T13:00:01Z,2020-11-10T03:45:00Z
Kinemetrics,Q330S/6,6053,Whangaehu Hut,,2019-01-09T01:00:00Z,2021-10-14T21:46:00Z
Kinemetrics,Q330S/6,6054,Milford Sound,,2017-05-23T04:15:01Z,2024-09-12T20:48:00Z
Kinemetrics,Q330S/6,6055,White Island - Summit,,2017-02-27T00:10:01Z,2023-12-01T00:00:00Z
Kinemetrics,Q330S/6,6056,Pakihiroa,,2018-11-15T00:20:00Z,2020-08-31T13:19:00Z
Kinemetrics,Q330S/6,6056,Sanderson Farm,,2021-03-25T21:20:00Z,2023-08-24T22:06:00Z
Kinemetrics,Q330S/6,6057,Raoul Island Green Lake,Broadband,2016-09-17T13:00:01Z,2021-10-05T15:13:00Z
Kinemetrics,Q330S/6,6058,Wahianoa,,2017-05-30T11:40:01Z,2025-11-26T04:20:00Z
Kinemetrics,Q330S/6,6059,West Tongariro,,2022-11-01T22:06:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6060,Turoa Top of Giant,,2017-09-11T23:55:01Z,2024-09-23T21:34:00Z
Kinemetrics,Q330S/6,6062,Karewarewa,,2017-04-27T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6063,Thirsty Ridge,,2017-03-15T03:15:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6064,Mayor Island,,2019-06-19T01:30:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6065,Cape Campbell,,2016-12-05T06:25:01Z,2025-02-18T21:19:00Z
Kinemetrics,Q330S/6,6066,Blackbirch Station,,2016-12-08T00:00:01Z,2020-05-27T21:11:00Z
Kinemetrics,Q330S/6,6067,Te Maari,,2017-10-12T22:47:01Z,2025-11-14T16:58:00Z
Kinemetrics,Q330S/6,6068,Korotiti Bay,,2017-12-12T02:45:00Z,2021-11-04T23:03:00Z
Kinemetrics,Q330S/6,6068,Pukeiti Hill,,2022-11-03T02:12:00Z,2023-08-14T08:15:00Z
Kinemetrics,Q330S/6,6069,"Highcliff Hill, Dunedin",,2017-06-26T02:00:01Z,2021-01-29T07:18:00Z
Kinemetrics,Q330S/6,6070,Branch Creek Road,,2017-06-28T20:20:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6071,Waipu Caves,,2017-02-22T03:05:01Z,2023-05-30T20:09:00Z
Kinemetrics,Q330S/6,6072,Kokohu,,2017-05-30T02:45:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6135,Deep Cove,,2017-12-19T20:31:00Z,2024-03-13T21:47:00Z
Kinemetrics,Q330S/6,6136,East Tamaki Reservoir,,2018-07-05T08:00:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6137,Motutapu Island,Borehole,2018-07-05T22:20:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6138,Maungaroa Station,,2018-01-11T00:52:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6139,Awhitu Peninsula,,2018-07-05T03:30:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6140,Waitaha Valley,,2018-07-08T23:30:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6141,Pawanui,,2016-07-22T00:30:01Z,2023-02-23T10:37:00Z
Kinemetrics,Q330S/6,6142,Moumoukai,,2018-07-05T01:00:00Z,2022-12-07T20:33:00Z
Kinemetrics,Q330S/6,6142,Kawakawa Station,,2023-04-14T00:45:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6143,Port of Tauranga,,2019-12-05T22:32:01Z,2024-03-20T22:20:00Z
Kinemetrics,Q330S/6,6144,Whataroa Gaunt Creek,,2018-10-15T00:10:00Z,2022-02-02T09:20:00Z
Kinemetrics,Q330S/6,6664,Tintock,,2018-10-16T23:40:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6665,Okepuha Station,,2018-09-25T22:25:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6666,Kiriroa,,2018-09-23T20:00:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6667,Tauwhareparae Station,,2018-09-24T01:32:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6711,Cave West Timaru,,2018-09-06T01:10:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6712,Manawahe,,2018-11-16T04:00:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6713,North Tongariro,,2019-04-17T01:30:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6714,Namu Road,,2018-12-04T21:00:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6715,Takapari Road,,2018-08-30T23:45:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6716,Kaharoa,,2018-09-04T22:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6717,Paruwai Farm,,2018-07-25T00:10:00Z,2025-03-28T22:28:00Z
Kinemetrics,Q330S/6,6718,Rakaia,,2018-08-22T03:45:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6719,Vera Road,,2018-08-28T22:30:00Z,2022-12-17T11:55:00Z
Kinemetrics,Q330S/6,6720,Ohakea,,2018-07-19T04:30:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6721,Raukumara Range,,2018-11-14T21:45:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6839,Pukeiti Hill,,2019-05-23T21:15:00Z,2022-09-27T22:34:00Z
Kinemetrics,Q330S/6,6840,Old Kaimai Road,,2019-01-23T03:30:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6841,Mount Morrison,,2018-12-10T21:15:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6842,North Egmont Visitor Centre,,2019-11-14T00:25:00Z,2023-03-19T06:29:00Z
Kinemetrics,Q330S/6,6843,Utuhina,,2018-11-29T06:55:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6844,Karaka Road Borehole,,2018-12-06T03:00:01Z,2020-07-31T00:47:00Z
Kinemetrics,Q330S/6,6845,Galatos Road - Hughes Farm,,2019-01-22T22:55:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6846,Turoa Road End,,2019-07-24T23:30:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6847,Raoul Island Met Station,,2021-02-12T03:56:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6848,Allen Road Cliffs,,2018-11-29T01:05:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6850,Cannon Point,,2023-07-25T00:23:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6853,Baring Head,,2019-04-10T18:00:00Z,2025-03-20T06:29:00Z
Kinemetrics,Q330S/6,6855,Hinemaiaia,,2019-03-07T00:45:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6860,Black Hill Station,,2020-02-12T22:04:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6861,The Sugar Loaf Quarry,,2018-12-11T21:45:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6863,Otaki Gorge,,2019-01-22T02:35:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6864,Rangitukua Reserve,,2019-02-14T02:00:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6866,Ohinepanea Seismic,,2018-11-28T20:32:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6867,Angora Road,,2019-01-23T01:40:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6868,Tolley Road,,2019-01-28T21:00:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6873,Cannon Point,,2019-07-24T02:00:00Z,2023-07-21T10:24:00Z
Kinemetrics,Q330S/6,6882,Sanderson Farm,,2023-09-06T22:24:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6893,"Highcliff Hill, Dunedin",,2021-02-04T00:17:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6894,West Melton Geomagnetic Observatory,,2019-04-16T20:58:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6895,Great Barrier Island Navy Field Station,,2023-05-11T17:37:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6896,Pakihiroa,,2020-09-01T06:55:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6897,Karaka Road Borehole,,2020-08-05T20:41:00Z,2023-11-21T04:26:00Z
Kinemetrics,Q330S/6,6898,Pokaka,,2019-05-22T01:30:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6899,Whakaroa,,2019-09-23T03:00:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,6900,Mangateitei,,2019-06-25T04:35:00Z,2022-10-29T23:45:00Z
Kinemetrics,Q330S/6,6901,Moawhango Dam,,2019-06-25T00:45:00Z,9999-01-01T00:00:00Z
Lennartz Electronic,MARS88,195,Pentwyn,,2001-01-25T20:07:00Z,2001-06-25T17:40:00Z
Lennartz Electronic,MARS88,196,Home Valley Road,,2001-01-23T06:19:00Z,2001-06-25T16:00:00Z
Lennartz Electronic,MARS88,197,Three Kings Range,,2001-01-23T02:36:00Z,2001-06-25T16:00:00Z
Lennartz Electronic,MARS88,199,Motokawa,,2001-01-25T03:16:00Z,2001-06-24T00:10:00Z
Lennartz Electronic,MARS88,200,Mangaohane,,2001-01-24T07:03:00Z,2001-06-12T21:40:00Z
Lennartz Electronic,MARS88,201,Waione,,2001-01-25T00:52:00Z,2001-06-25T17:40:00Z
Nanometrics,Centaur CTR4-6S,10125,Waiatarua,,2023-06-20T00:00:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10173,North Cape,,2023-06-01T21:01:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10208,Tahuroa Road,,2023-05-14T21:37:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10209,East Tongariro,,2023-09-01T01:43:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10210,Iwikau Village,,2023-05-09T03:32:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10213,Clarence River Middle Hill,,2023-05-31T00:37:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10233,Lake Taylor Station,,2023-05-22T03:13:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10234,Waipu Caves,,2023-05-30T22:13:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10235,Horomatangi Reefs,,2023-05-25T16:19:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10236,Tauhara South,,2023-09-20T03:08:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10325,Haast Pass,,2025-02-27T03:00:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10327,Wellington College,,2024-10-16T03:30:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10840,Waikawa Valley,,2024-03-03T20:30:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10891,Summer Hill,,2024-07-01T03:10:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10894,South Ngauruhoe,,2024-08-15T01:40:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10895,Tukino,,2025-11-02T20:46:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10922,West Melton 2 Geomagnetic Observatory,,2024-04-09T02:00:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10923,Haupiri,,2025-03-19T01:30:50Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10954,Deep Cove,,2024-03-13T23:46:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10955,Puketapu Road,,2024-07-16T22:06:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10956,Maungataniwha,,2024-03-06T04:27:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10958,Welcome Bay Road,,2024-06-06T21:37:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10959,White Rock Road,,2024-05-09T23:23:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10961,Port of Tauranga,,2024-03-20T23:16:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10962,Wether Hill Road,,2024-09-24T23:49:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10963,Matarangi,,2024-05-17T00:05:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10970,Matarangi,Surface,2024-06-21T03:55:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10971,Chateau Observatory,,2024-09-25T02:17:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10972,McNeill Hill,,2024-09-10T02:05:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,10978,Omahuta,,2024-05-29T03:49:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11435,Whakamoenga,,2025-03-27T02:15:18Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11439,Puysegur Welcome Bay,,2025-05-23T03:56:01Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11443,North Egmont Visitor Centre,,2024-07-31T03:44:00Z,2024-08-29T05:55:00Z
Nanometrics,Centaur CTR4-6S,11444,Milford Sound,,2024-09-24T23:48:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11445,Mataketake Range,,2025-02-20T12:00:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11447,Centreport,,2024-09-23T00:00:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11448,Double Hill,,2024-11-07T01:13:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11462,Kapiti Island,,2024-07-23T02:52:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11463,Far West,,2025-02-03T00:26:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11465,Puysegur Point,,2024-12-01T20:16:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11466,Oturere,,2024-08-15T00:35:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11467,Red Hills,,2025-02-26T23:27:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11468,Wahianoa,,2025-12-07T23:28:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11469,Lichenstein Road,,2025-06-13T03:00:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11470,Mangere,,2025-04-16T21:39:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11471,Palmer Road,,2024-12-03T20:44:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11921,Erewhon,,2025-06-18T05:00:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11923,Cape Campbell,,2025-02-20T20:01:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11930,Jackson Bay,,2025-06-27T04:16:12Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11931,Totara Peak,,2025-01-29T21:08:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11934,Solution Range,,2025-02-28T12:00:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11935,Mount Hodgkinson,,2025-01-30T22:19:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,11936,Mount Inframeta,,2025-03-16T22:26:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,12449,Franz Josef,,2026-02-09T20:31:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,12450,Upper Kahui Road,,2025-11-27T03:26:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,12453,Arundel,,2025-09-24T04:32:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,7810,Mount Tarawera,,2023-03-06T23:19:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,7931,Kaipara Flats,,2023-03-17T03:00:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,7932,Black Stump Farm,,2021-10-20T19:55:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,7934,Port of Napier,,2021-06-02T04:55:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,7969,Wharekauri,Broadband,2021-11-24T19:37:00Z,9999-01-01T00:00:00Z
Nanometrics,Centaur CTR4-6S,7970,Owenga,,2021-11-24T21:30:00Z,9999-01-01T00:00:00Z
